1,1,0,1,1;-0.32935235034874993,-0.5183314321411816,1.0
1,1,1,0,0;0.46545223137292807,-0.41885292733270385,1.0
1,1,1,0,1;0.26391888086361026,-0.5476058621431039,1.0
1,1,1,1,0;0.5079750399205083,0.10871692672039912,1.0
1,1,1,1,1;-0.05974596412570141,-0.07067862337794195,1.0
1,1,2,1,0;0.7553059328825601,0.25711639343202014,1.0
1,2,1,-1,-1;1.4977386717263084,-0.668852927332704,1.0
1,2,1,-1,0;1.4176302761453716,-0.7032268540706131,1.0
1,2,1,0,-1;1.4767129096516096,-0.4417493177881941,1.0
1,2,1,0,0;1.0194053525892666,-0.34037461801388913,1.0
1,2,1,1,0;0.786504815430702,0.14220809190098085,1.0
1,2,2,0,-1;1.4688902849979635,0.0032800282261345876,1.0
1,2,2,0,0;1.0741196691244839,0.14187071246520883,1.0
1,2,2,1,0;0.8653939381210836,0.23166856785881834,1.0
1,3,1,-1,-1;1.7197411628173267,-0.6190218018416023,1.0
1,3,1,0,-1;1.637155623782742,-0.4758258968489142,1.0
1,3,2,-1,-2;2.5477093712155736,-0.2706786233779422,1.0
1,3,2,-1,-1;2.1468561295690303,-0.4885888677681567,1.0
1,3,2,0,-2;2.35951883165704,0.16591962941931698,1.0
1,3,2,0,-1;1.932172663780523,-0.07067862337794215,1.0
1,3,3,-1,-2;2.748331186826504,0.17265157348387078,1.0
1,3,3,0,-2;2.564284405952103,0.23589264283415404,1.0
1,4,2,-2,-3;3.58366601967628,-0.6512284689613392,1.0
1,4,2,-2,-2;3.382382322005924,-0.6081292875347912,1.0
1,4,2,-1,-2;2.9609938889145138,-0.48185692370360295,1.0
1,4,3,-2,-3;3.6033399305317095,-0.4417493177881942,1.0
1,4,3,-2,-2;3.459069206974206,-0.4702784698592379,1.0
1,4,3,-1,-3;3.6125144064046255,-0.014344430145230291,1.0
1,4,3,-1,-2;3.163246078650624,-0.07067862337794224,1.0
2,-3,-2,2,4;-3.760657215260702,-0.7544260558008908,1.0
2,-3,-2,3,4;-3.7787794244421264,-0.7332835019871045,1.0
2,-2,-3,1,4;-3.3902712525121768,-1.715474679249074,1.0
2,-2,-3,2,4;-3.4493244263783875,-1.6896887678471069,1.0
2,-2,-2,1,4;-3.1596496990051204,-1.6190218018416018,1.0
2,-2,-2,2,4;-3.295462161721613,-1.1190248070096238,1.0
2,-2,-1,2,3;-2.715932849880407,-0.755166959959667,1.0
2,-2,-1,2,4;-2.811165087494647,-0.7981006426741262,1.0
2,-1,-2,1,3;-2.286778692948915,-1.4414990166278785,1.0
2,-1,-2,1,4;-2.731812797630326,-1.4778699217076512,1.0
2,-1,-2,2,3;-2.6037930169010433,-1.0697364286088513,1.0
2,-1,-2,2,4;-2.7263382781370336,-1.096257814975667,1.0
2,-1,-1,1,2;-1.6644706256421395,-0.755166959959667,1.0
2,-1,-1,1,3;-1.969638196051142,-0.9782358891613953,1.0
2,-1,-1,2,3;-2.5295800007622185,-0.8681081622261775,1.0
2,-1,-1,2,4;-2.7086334905560165,-0.9130174843170217,1.0
2,0,-2,0,3;-1.688969635808097,-1.715474679249074,1.0
2,0,-2,1,3;-1.81799126496482,-1.6728399293286553,1.0
2,0,-1,0,2;-1.0557052780788134,-1.4414990166278787,1.0
2,0,-1,0,3;-1.5377884437835834,-1.6656398508929986,1.0
2,0,-1,1,2;-1.3807738212044367,-0.9724758264128701,1.0
2,0,-1,1,3;-1.6729348254817955,-1.3944254094362236,1.0
2,0,0,0,2;-0.7395530972336667,-1.0638032376823172,1.0
2,0,0,1,1;-0.6130084014038724,-0.7551669599596672,1.0
2,0,0,1,2;-0.8159322144601683,-0.858788184921732,1.0
2,1,-1,-1,1;0.012331980895982904,-1.715474679249074,1.0
2,1,-1,0,1;-0.19000525720179354,-1.6306717734721596,1.0
2,1,-1,0,2;-0.595682595708797,-1.496719971773865,1.0
2,1,0,-1,1;0.09966947017147333,-1.6780387962165495,1.0
2,1,0,0,0;0.4359871852479793,-0.7856954805669872,1.0
2,1,0,0,1;0.008934939494482222,-1.0703253003395332,1.0
2,1,0,0,2;-0.5997112572569335,-1.0962578149756674,1.0
2,1,0,1,1;-0.5323651161707772,-0.7909005642384699,1.0
2,1,0,1,2;-0.618379950134721,-0.8878840842287369,1.0
2,1,1,0,0;0.4366038446445832,-0.7467199717738653,1.0
2,1,1,0,1;0.399569230023658,-0.7352920766760908,1.0
2,2,0,-1,0;0.9362133498274104,-1.441499016627879,1.0
2,2,0,-1,1;0.41524937740137124,-1.5733614245201777,1.0
2,2,0,0,0;0.5851249734280878,-0.9899169122487501,1.0
2,2,0,0,1;0.40751456225703003,-1.2212174175620703,1.0
2,2,1,-1,-1;1.4899160470726622,-0.7551669599596673,1.0
2,2,1,-1,0;1.2935161299024296,-0.9490562824113326,1.0
2,2,1,0,0;0.7841640140628569,-0.827348426516129,1.0
2,3,0,-2,0;1.7136335976000627,-1.715474679249074,1.0
2,3,0,-1,0;1.4723549742984436,-1.6363654208910767,1.0
2,3,1,-2,-1;2.0544968539321116,-1.5733614245201777,1.0
2,3,1,-2,0;1.7525577954796798,-1.7021143593305776,1.0
2,3,1,-1,-1;1.9577921680409685,-1.0213951749816568,1.0
2,3,1,-1,0;1.567208559809911,-1.3944254094362238,1.0
2,3,2,-1,-2;2.541378271310929,-0.7551669599596676,1.0
2,3,2,-1,-1;2.40046996824381,-0.8206431286114955,1.0
2,4,1,-2,-2;3.026907837470477,-1.555736966148813,1.0
2,4,1,-2,-1;2.543128144287339,-1.3704700527015652,1.0
2,4,1,-1,-1;2.4878064321347817,-1.093859885598809,1.0
2,4,2,-2,-3;3.5928404955491966,-0.7551669599596676,1.0
2,4,2,-2,-2;3.1331567461287757,-1.0141334987771162,1.0
2,4,2,-2,-1;2.6084183986221654,-1.0883124586091328,1.0
2,4,2,-1,-2;2.695926982919147,-0.8273750726760492,1.0
2,4,2,-1,-1;2.549292146191734,-0.9899169122487506,1.0
3,-2,-3,1,4;-3.3124594650045545,-1.9125279805541926,1.0
3,-2,-3,2,4;-3.4538597282092205,-1.7332835019871045,1.0
3,-2,-2,1,4;-3.147460700798217,-1.7915162844847516,1.0
3,-1,-3,0,4;-2.537209295287077,-2.577348426516129,1.0
3,-1,-3,1,4;-3.0211004202894087,-2.4254494846613532,1.0
3,-1,-2,0,3;-2.170005574645606,-2.1725847396452984,1.0
3,-1,-2,0,4;-2.310922931745826,-2.357950900998645,1.0
3,-1,-2,1,3;-2.1750546154245227,-1.8823784188951247,1.0
3,-1,-2,1,4;-2.6672012994669765,-1.9651058143778577,1.0
3,0,-3,0,3;-2.0696443414680097,-2.686659398759319,1.0
3,0,-3,0,4;-2.184727218267981,-2.651228468961339,1.0
3,0,-2,-1,3;-1.2705825096024779,-2.671126103251909,1.0
3,0,-2,0,2;-1.157007866045132,-2.197718139733584,1.0
3,0,-2,0,3;-1.671241985513865,-2.2887126121278363,1.0
3,0,-2,0,4;-2.1829023784368835,-2.531051473066917,1.0
3,0,-2,1,3;-1.9046201871325803,-1.798448107001944,1.0
3,0,-1,0,2;-1.1524407779146006,-1.9012284689613392,1.0
3,0,-1,0,3;-1.4356066639379066,-1.813981402509354,1.0
3,1,-2,-1,2;-0.818570413461327,-2.5701483480804725,1.0
3,1,-2,-1,3;-1.1427681750711427,-2.632378418895125,1.0
3,1,-2,0,2;-1.0349467192177657,-2.357950900998645,1.0
3,1,-2,0,3;-1.1441110622538548,-2.505918072978632,1.0
3,1,-1,-1,1;-0.03982411008955731,-1.9125279805541928,1.0
3,1,-1,-1,2;-0.32931159696616963,-2.4196894219128287,1.0
3,1,-1,0,1;-0.2009324869942557,-1.7819161799038763,1.0
3,1,-1,0,2;-0.6752826715607523,-1.9651058143778577,1.0
3,1,0,-1,1;0.10546654041674723,-1.74288360656798,1.0
3,2,-1,-2,0;0.9617182973671127,-2.4037294693168825,1.0
3,2,-1,-2,1;0.7890772354765077,-2.5153217577261358,1.0
3,2,-1,-1,1;0.24205390566416218,-2.3962698779112905,1.0
3,2,-1,-1,2;-0.0872772892847389,-2.6278449562096324,1.0
3,2,0,-2,0;0.9701575814173627,-2.309783306538089,1.0
3,2,0,-2,1;0.907116781918086,-2.3243804361089224,1.0
3,2,0,-1,0;0.9720075596071746,-1.9778699217076514,1.0
3,2,0,-1,1;0.555790743309349,-1.9651058143778581,1.0
3,3,-1,-2,0;1.105317971830863,-2.5706431286114952,1.0
3,3,-1,-2,1;0.9641849349535283,-2.6278449562096324,1.0
3,3,0,-2,-1;1.9876128097588641,-2.070396135983549,1.0
3,3,0,-2,0;1.575739812593565,-2.2090267350428903,1.0
3,3,0,-1,0;1.3069376273001578,-1.8771374328352073,1.0
3,3,1,-2,-1;1.9946213971170967,-1.805736966148813,1.0
3,3,1,-2,0;1.775951150494831,-1.7352920766760906,1.0
3,4,0,-3,-1;2.547709371215573,-2.6123194098778155,1.0
3,4,0,-3,0;2.0674696686111846,-2.703226854070613,1.0
3,4,0,-2,-1;2.205196666073941,-2.3579509009986457,1.0
3,4,0,-2,0;2.0077360226835603,-2.6363920670509966,1.0
3,4,1,-3,-2;3.093341264570635,-2.093895413812036,1.0
3,4,1,-3,-1;2.893387626309528,-2.3579509009986457,1.0
3,4,1,-2,-2;3.0867832942854916,-1.823361424520178,1.0
3,4,1,-2,-1;2.5477093712155736,-1.9651058143778584,1.0
4,-1,-4,-1,4;-2.6469644300736515,-3.671126103251909,1.0
4,-1,-4,0,4;-2.737895989967325,-3.557735802342845,1.0
4,-1,-3,0,4;-2.8113091696232217,-2.995030241583963,1.0
4,-1,-3,1,4;-3.1289400319763145,-2.733283501987104,1.0
4,0,-4,-1,4;-2.5024858088562034,-3.6415642877789702,1.0
4,0,-4,0,4;-2.549161279348716,-3.554515222682177,1.0
4,0,-3,-1,3;-1.671241985513865,-3.3359262076277942,1.0
4,0,-3,-1,4;-2.1447494799609443,-3.5336738396428937,1.0
4,0,-3,0,3;-1.932086777872934,-2.87916534245542,1.0
4,0,-3,0,4;-2.2867786929489156,-3.1359262076277945,1.0
4,0,-2,-1,3;-1.4236929308754698,-2.8863654208910763,1.0
4,0,-2,0,3;-1.688969635808097,-2.794164005082337,1.0
4,1,-3,-2,2;-0.6932624209968362,-3.686659398759319,1.0
4,1,-3,-2,3;-0.847169147350711,-3.653214259409528,1.0
4,1,-3,-1,3;-1.2110302287874597,-3.54087391807855,1.0
4,1,-2,-2,2;-0.596659934832555,-3.55197573959432,1.0
4,1,-2,-2,3;-0.7941848347859944,-3.5604484136087122,1.0
4,1,-2,-1,2;-0.5281465572098496,-2.9857102642795166,1.0
4,1,-2,-1,3;-1.0557052780788139,-3.1359262076277945,1.0
4,1,-1,-1,2;-0.21945315581615918,-2.7428836065679802,1.0
4,2,-2,-2,1;0.40557677455791313,-3.4602454633362862,1.0
4,2,-2,-2,2;-0.07966781816184615,-3.3121108392014387,1.0
4,2,-2,-1,2;-0.17245255833230688,-2.9665378818487738,1.0
4,2,-1,-2,1;0.39634224604519475,-2.9478166460840045,1.0
4,2,-1,-2,2;0.05646597356604579,-2.9424144248588173,1.0
4,2,-1,-1,1;0.12398720923865053,-2.781916179903876,1.0
4,2,-1,-1,2;-0.0597459641257017,-2.8123194098778157,1.0
4,3,-2,-3,1;0.8629827892480226,-3.666842001332302,1.0
4,3,-2,-2,1;0.6719070199179604,-3.599890912453497,1.0
4,3,-1,-3,0;1.5517500572624612,-3.335926207627795,1.0
4,3,-1,-3,1;1.1455967593023195,-3.5701483480804725,1.0
4,3,-1,-2,0;1.3582594613903296,-2.9156398508929984,1.0
4,3,-1,-2,1;0.9362133498274104,-3.1359262076277945,1.0
4,3,0,-3,0;1.812399327822453,-2.9179052039320026,1.0
4,3,0,-2,0;1.7389169467022136,-2.7960727849664444,1.0
4,4,-1,-4,-1;2.547709371215573,-3.6595330053777744,1.0
4,4,-1,-4,0;2.39238936484409,-3.703226854070613,1.0
4,4,-1,-3,-1;2.4331746945824544,-3.5303917656922206,1.0
4,4,-1,-3,0;2.097643862749275,-3.500603050584047,1.0
4,4,0,-4,-1;2.663050136174493,-3.5359391926818975,1.0
4,4,0,-3,-1;2.5431281442873384,-3.159324434701397,1.0
4,4,0,-3,0;2.031608134950583,-2.928556195592782,1.0
4,4,0,-2,0;1.9409753048302605,-2.749815429085172,1.0
