-1,-3,-3,-2,-1;0.8671497987553097,0.4501007167870286,1.0
-1,-3,-3,-2,0;1.2808926331490849,0.7486171001233036,1.0
-1,-3,-3,-2,1;1.844736982872119,0.8643596387938848,1.0
-1,-3,-3,-1,0;1.5200431029788046,0.4205025105417805,1.0
-1,-3,-3,-1,1;1.8858937751363014,0.7968849824596556,1.0
-1,-3,-2,-2,-1;0.8654922418245559,0.24896379242164057,1.0
-1,-3,-2,-2,0;0.994086174520079,0.24632565004398999,1.0
-1,-3,-2,-1,-1;0.9684113097844268,0.18910803977251492,1.0
-1,-3,-2,-1,0;1.0314318411720196,0.2029178140971452,1.0
-1,-2,-3,-3,-1;0.15092060630295354,1.0576510659045237,1.0
-1,-2,-3,-2,-1;0.6070356363665478,0.8570755164877255,1.0
-1,-2,-3,-2,0;0.8500675049369,1.0017960645097341,1.0
-1,-2,-2,-3,-2;-0.20514976311862868,0.6238517623916362,1.0
-1,-2,-2,-3,-1;-0.07827339762734524,0.7968849824596561,1.0
-1,-2,-2,-2,-2;-0.20421100216431337,0.3828322163908137,1.0
-1,-2,-2,-2,-1;0.2775249445559117,0.44585590389541513,1.0
-1,-1,-3,-3,-1;-0.12929304531041103,1.1227410459323879,1.0
-1,-1,-2,-3,-3;-1.2515763646569351,0.656112046370327,1.0
-1,-1,-2,-3,-2;-0.7254099306913193,0.7352048520169345,1.0
-1,-1,-2,-3,-1;-0.22748965903472074,1.010257611341898,1.0
-1,-1,-2,-2,-2;-0.470195767927013,0.2897416895063539,1.0
-1,-1,-1,-3,-3;-1.25189650937761,0.40702742937483194,1.0
-1,-1,-1,-3,-2;-0.957468564878748,0.3046951534955199,1.0
-1,-1,-1,-2,-2;-0.6956798264082705,0.19230934100993693,1.0
-1,0,-2,-3,-3;-1.3542496101554051,0.7968849824596561,1.0
-1,0,-2,-3,-2;-1.208036175024098,1.001015862347046,1.0
-1,0,-1,-3,-3;-1.7143936833503126,0.4458559038954153,1.0
0,-3,-3,-2,0;1.18015173653202,1.2500630496824232,1.0
0,-2,-3,-3,-1;0.37992341288266784,1.4961773879215987,1.0
0,-2,-3,-3,0;0.7105359050693992,1.5310263054605515,1.0
0,-2,-3,-2,-1;0.6434916135515206,1.189108039772515,1.0
0,-2,-3,-2,0;0.8930616519909625,1.293069499395373,1.0
0,-1,-3,-3,-2;-0.5319717381442896,1.4523369796272885,1.0
0,-1,-3,-3,-1;-0.13470397429652584,1.5572113442381539,1.0
0,-1,-2,-3,-2;-0.7247235703996464,1.254591060795453,1.0
0,-1,-2,-3,-1;-0.33906991849247475,1.1974891552203129,1.0
0,0,-2,-3,-2;-1.1006959743096927,1.1775512032347581,1.0
